gene_name,gene_type
RALGAPA1,protein_coding
LIG4,protein_coding
GTF2IRD2B,protein_coding
ATP2A2,protein_coding
ZWILCH,protein_coding
RPL4,protein_coding
SNAPC5,protein_coding
VWC2L,protein_coding
C12orf76,protein_coding
ZCCHC12,protein_coding
CNTNAP2,protein_coding
BBS1,protein_coding
DENND4A,protein_coding
IGDCC3,protein_coding
ANKRD36C,protein_coding
MFSD4A,protein_coding
PELI3,protein_coding
TTC9B,protein_coding
TMEM81,protein_coding
MRPL11,protein_coding
IL20RB,protein_coding
GOLT1A,protein_coding
AKIRIN1,protein_coding
MSL2,protein_coding
ZNF497,protein_coding
TRAM1L1,protein_coding
CMKLR1,protein_coding
ANGEL2,protein_coding
UGT8,protein_coding
KY,protein_coding
IQCK,protein_coding
SLCO2A1,protein_coding
ZNF266,protein_coding
SLC29A2,protein_coding
BRSK2,protein_coding
GRIK1-AS1,lncRNA
B4GAT1,protein_coding
TMEM167A,protein_coding
SH3PXD2B,protein_coding
PPIAP72,processed_pseudogene
RESF1,protein_coding
LARP7,protein_coding
FGFBP3,protein_coding
NR1D2,protein_coding
PABPC5,protein_coding
BRMS1,protein_coding
RPL15,protein_coding
FAM241A,protein_coding
HRAS,protein_coding
WDR49,protein_coding
SRP72,protein_coding
PCP2,protein_coding
RIN1,protein_coding
THAP6,protein_coding
CEP135,protein_coding
FZD4,protein_coding
CD248,protein_coding
BTC,protein_coding
PDZK1,protein_coding
ADGRE1,protein_coding
DENND6A,protein_coding
PDE12,protein_coding
GLMN,protein_coding
YIF1A,protein_coding
CNIH2,protein_coding
NDUFA11,protein_coding
RSRC1,protein_coding
RAB1B,protein_coding
METTL15P1,processed_pseudogene
PTDSS2,protein_coding
MICOS13,protein_coding
C3orf33,protein_coding
SEZ6L2,protein_coding
ASPHD1,protein_coding
KCTD13,protein_coding
P2RY14,protein_coding
AMZ1,protein_coding
GPR171,protein_coding
FUT1,protein_coding
DHX36,protein_coding
ZIC4,protein_coding
AC026271.1,processed_pseudogene
FBXW8,protein_coding
KLC2,protein_coding
SLC22A1,protein_coding
CTBP2,protein_coding
CHST2,protein_coding
ZDHHC14,protein_coding
ATR,protein_coding
SNHG29,lncRNA
UBE2C,protein_coding
GK5,protein_coding
VCPIP1,protein_coding
DES,protein_coding
PDIK1L,protein_coding
SPSB4,protein_coding
TRAF6,protein_coding
ZNF654,protein_coding
TVP23C,protein_coding
MRPS22,protein_coding
PACS1,protein_coding
MARCKSL1,protein_coding
SH3BP5L,protein_coding
YPEL2,protein_coding
CADM2,protein_coding
PSMD2,protein_coding
FAM182B,lncRNA
PPM1E,protein_coding
FAM131A,protein_coding
CSRP2,protein_coding
PARL,protein_coding
DDIT3,protein_coding
PCCA,protein_coding
DCTN2,protein_coding
NPPA,protein_coding
ZNF408,protein_coding
CTDSP2,protein_coding
CKAP5,protein_coding
ARHGAP1,protein_coding
MED16,protein_coding
ATG13,protein_coding
GAL3ST3,protein_coding
CHST1,protein_coding
GOLGA8A,protein_coding
VWA3A,protein_coding
TP53I11,protein_coding
CENPS,protein_coding
DOLK,protein_coding
PHYHD1,protein_coding
CATSPER1,protein_coding
CCNE2,protein_coding
PHYKPL,protein_coding
CST6,protein_coding
GRAMD2A,protein_coding
ZNF519,protein_coding
LSM1,protein_coding
BANF1,protein_coding
TMEM9B,protein_coding
NRIP3,protein_coding
PTPN2,protein_coding
SCUBE2,protein_coding
EIF1AD,protein_coding
SMAD2,protein_coding
EIF3F,protein_coding
ZNF25,protein_coding
ARL10,protein_coding
CLTB,protein_coding
PCSK1,protein_coding
LPL,protein_coding
RFESD,protein_coding
CCDC14,protein_coding
TBC1D10C,protein_coding
SART1,protein_coding
PPP2R2D,protein_coding
MCTP1,protein_coding
POLD4,protein_coding
LRRC25,protein_coding
DPP10,protein_coding
CLCF1,protein_coding
UBQLNL,protein_coding
LIPT2,protein_coding
KCNE3,protein_coding
CABP4,protein_coding
ALG10B,protein_coding
DRAP1,protein_coding
LONRF3,protein_coding
UCP3,protein_coding
UCP2,protein_coding
C11orf68,protein_coding
PAAF1,protein_coding
MRPL48,protein_coding
RAB6A,protein_coding
FOSL1,protein_coding
ERCC4,protein_coding
SUGCT,protein_coding
CCDC85B,protein_coding
TMEM70,protein_coding
LINC00476,lncRNA
RPS6KB2,protein_coding
RMI2,protein_coding
TOM1L2,protein_coding
TEX26,protein_coding
ZNF77,protein_coding
GPR156,protein_coding
MTLN,protein_coding
B3GNTL1,protein_coding
MLXIP,protein_coding
BAK1P1,processed_pseudogene
RWDD4P2,processed_pseudogene
NR2F1,protein_coding
EIF3KP1,processed_pseudogene
AURKAIP1,protein_coding
TTLL11,protein_coding
TOMM5,protein_coding
SLC35E3,protein_coding
PRIMA1,protein_coding
ZNF169,protein_coding
RUVBL1,protein_coding
SFN,protein_coding
MSRA,protein_coding
CTDNEP1,protein_coding
ETV4,protein_coding
SWI5,protein_coding
GAPT,protein_coding
BAIAP2,protein_coding
CREG2,protein_coding
HOXD8,protein_coding
RPL7AP66,processed_pseudogene
ZDHHC21,protein_coding
PLEKHF2,protein_coding
A2M,protein_coding
ARL4D,protein_coding
DOK7,protein_coding
LRRN1,protein_coding
UBE2O,protein_coding
ORAI3,protein_coding
UNC119B,protein_coding
DENND2C,protein_coding
TUBB6,protein_coding
LYSMD3,protein_coding
B3GALT6,protein_coding
ZNF613,protein_coding
NUPR1,protein_coding
JAKMIP2,protein_coding
RPL23P2,processed_pseudogene
MBLAC2,protein_coding
TPRN,protein_coding
KCNE5,protein_coding
SLC35A4,protein_coding
IP6K1,protein_coding
SSNA1,protein_coding
CSTF3,protein_coding
YES1,protein_coding
CHMP6,protein_coding
DLEU1,lncRNA
UFSP1,protein_coding
TMEM39A,protein_coding
TCP11L1,protein_coding
GPX2,protein_coding
CCDC57,protein_coding
FOXG1,protein_coding
SPHK1,protein_coding
BNIP3,protein_coding
MYPOP,protein_coding
AC233964.1,processed_pseudogene
LRRTM4,protein_coding
ATAD5,protein_coding
SMIM19,protein_coding
ZNF404,protein_coding
RTTN,protein_coding
ACBD7,protein_coding
ANAPC2,protein_coding
ZBTB8OS,protein_coding
CYCSP34,processed_pseudogene
SLC35G1,protein_coding
IDSP1,unprocessed_pseudogene
ZNF135,protein_coding
COX8A,protein_coding
RPL37AP8,processed_pseudogene
TAC4,protein_coding
ZSCAN2,protein_coding
PRR18,protein_coding
B3GNT4,protein_coding
CDC26,protein_coding
HSD11B2,protein_coding
CRLF3,protein_coding
RNPEP,protein_coding
EID2,protein_coding
DMRTA1,protein_coding
EID2B,protein_coding
GJC3,protein_coding
RIMS2,protein_coding
KCMF1,protein_coding
DNAJC30,protein_coding
SPRYD4,protein_coding
VPS37D,protein_coding
CLEC14A,protein_coding
SYNE3,protein_coding
CLK2,protein_coding
LPCAT4,protein_coding
SLCO3A1,protein_coding
ZNF575,protein_coding
WDR25,protein_coding
SGF29,protein_coding
PLAAT3,protein_coding
DIRAS1,protein_coding
PHLDB3,protein_coding
PRR15,protein_coding
GNG7,protein_coding
USF3,protein_coding
CNTD1,protein_coding
AC008969.1,lncRNA
KBTBD11,protein_coding
B3GNT5,protein_coding
MAP3K19,protein_coding
LMNB2,protein_coding
RMDN1,protein_coding
MEX3C,protein_coding
RNF152,protein_coding
MYO1D,protein_coding
C20orf197,lncRNA
FOXL1,protein_coding
FOXC2,protein_coding
BDNF,protein_coding
SCAND2P,transcribed_unprocessed_pseudogene
CCDC121,protein_coding
ACSF3,protein_coding
BOK,protein_coding
ZNF843,protein_coding
TTTY14,lncRNA
RBIS,protein_coding
PFN4,protein_coding
CDK5R1,protein_coding
ZNF285B,unprocessed_pseudogene
NCKAP5,protein_coding
RUFY1,protein_coding
BASP1,protein_coding
LRRC37A3,protein_coding
FKBP9P1,transcribed_unprocessed_pseudogene
VSIG10,protein_coding
MIR7-3HG,lncRNA
IRX5,protein_coding
METRNL,protein_coding
FAM91A1,protein_coding
GJA1P1,processed_pseudogene
WSB2,protein_coding
GRIN1,protein_coding
SOX11,protein_coding
TYMS,protein_coding
PXMP2,protein_coding
TCEANC,protein_coding
PNMA1,protein_coding
TCIM,protein_coding
MAMSTR,protein_coding
TYMSOS,lncRNA
ANKLE2,protein_coding
C8G,protein_coding
FUT2,protein_coding
GCNT4,protein_coding
TOB2P1,processed_pseudogene
MUC20,protein_coding
THAP4,protein_coding
NFATC2IP,protein_coding
LY6H,protein_coding
FIBIN,protein_coding
FAM89B,protein_coding
SHMT1,protein_coding
DPP7,protein_coding
SEC24C,protein_coding
SMCR8,protein_coding
MTHFR,protein_coding
C19orf18,protein_coding
DEAF1,protein_coding
MTX3,protein_coding
TMEM80,protein_coding
SIX5,protein_coding
FBXO46,protein_coding
ZDHHC13,protein_coding
SLC38A9,protein_coding
ACER2,protein_coding
WDR73,protein_coding
POLE,protein_coding
PHETA2,protein_coding
SCN4B,protein_coding
DSCAML1,protein_coding
RHOG,protein_coding
EPS8L2,protein_coding
ZDHHC22,protein_coding
IRAG1-AS1,lncRNA
ANO6,protein_coding
ZBTB34,protein_coding
PRDM16-DT,lncRNA
FAM210A,protein_coding
TALDO1,protein_coding
ULK1,protein_coding
NAP1L4P1,processed_pseudogene
RIMKLA,protein_coding
CLVS1,protein_coding
RPS6KA3,protein_coding
B3GNT8,protein_coding
PUS1,protein_coding
PCNPP5,processed_pseudogene
CHD9,protein_coding
GATD1,protein_coding
LINC01561,lncRNA
MAN1B1,protein_coding
KCNA3,protein_coding
FZD8,protein_coding
FBXO39,protein_coding
KCNA2,protein_coding
TOP3A,protein_coding
CASKIN2,protein_coding
ZBTB38,protein_coding
C8orf31,lncRNA
DLGAP1-AS1,lncRNA
RPL13AP3,transcribed_processed_pseudogene
CCDC71,protein_coding
AC024940.1,transcribed_unprocessed_pseudogene
LRRN4CL,protein_coding
TIMM22,protein_coding
HIC1,protein_coding
PPFIA3,protein_coding
MAGEF1,protein_coding
NINJ2-AS1,lncRNA
SAMD9L,protein_coding
ZFAS1,lncRNA
PAWR,protein_coding
TGIF1,protein_coding
MIEF2,protein_coding
NAP1L5,protein_coding
AL161742.1,processed_pseudogene
NIM1K,protein_coding
NR2C2,protein_coding
GPR4,protein_coding
ACOT4,protein_coding
CAVIN1,protein_coding
ARIH2,protein_coding
ZBTB33,protein_coding
IRX3,protein_coding
ST8SIA3,protein_coding
RPRM,protein_coding
SLC25A22,protein_coding
RABEP2,protein_coding
ATOX1,protein_coding
TBL1XR1,protein_coding
SAMD12,protein_coding
CD163,protein_coding
C18orf32,protein_coding
PIDD1,protein_coding
ZNF491,protein_coding
RPLP2,protein_coding
HASPIN,protein_coding
JUN,protein_coding
CSTF2T,protein_coding
PGBD5,protein_coding
GBA,protein_coding
CASC2,lncRNA
ACAD9,protein_coding
IL17RA,protein_coding
PNPLA2,protein_coding
AGTRAP,protein_coding
CD163L1,protein_coding
SRRM3,protein_coding
THAP5,protein_coding
CRACR2B,protein_coding
SUMO4,protein_coding
DNAJC28,protein_coding
NAALADL2,protein_coding
CD151,protein_coding
POLR2L,protein_coding
FAM20C,protein_coding
NECTIN3,protein_coding
ANXA2R,protein_coding
TMEM94,protein_coding
FLII,protein_coding
SOX12,protein_coding
HNRNPA0,protein_coding
FXNP2,processed_pseudogene
AC025171.1,lncRNA
YIPF7,protein_coding
FAM87B,lncRNA
AL162595.1,lncRNA
MYOZ1,protein_coding
YWHAQP4,processed_pseudogene
KCNJ10,protein_coding
TENM3-AS1,lncRNA
CHID1,protein_coding
PCDHB9,protein_coding
ZNF620,protein_coding
ZNF518A,protein_coding
TMEM187,protein_coding
CACYBPP2,processed_pseudogene
SVBP,protein_coding
ZNF619,protein_coding
CCDC184,protein_coding
AP3S1,protein_coding
GRB2,protein_coding
ZBTB41,protein_coding
UBE2N,protein_coding
ARL6IP6,protein_coding
ZNF354C,protein_coding
MAMDC4,protein_coding
CENPBD1,protein_coding
BET1L,protein_coding
RPS27,protein_coding
RIC8A,protein_coding
IMP3,protein_coding
ASB8,protein_coding
ODF3B,protein_coding
DPY19L2,protein_coding
ZNRF3-AS1,lncRNA
C2orf73,protein_coding
TSPYL6,protein_coding
LRRC75B,protein_coding
DMAP1,protein_coding
ADAMTSL1,protein_coding
CALHM5,protein_coding
IMPDH2,protein_coding
ALS2CL,protein_coding
MLF1,protein_coding
NDUFAF3,protein_coding
C2orf69,protein_coding
GRAMD1C,protein_coding
STAP2,protein_coding
TWF1P1,processed_pseudogene
TSSK6,protein_coding
BOLA1,protein_coding
PDE4DIP,protein_coding
DDX10,protein_coding
PPP1R42,protein_coding
NDUFV2,protein_coding
DALRD3,protein_coding
ZNF114,protein_coding
FAR2P2,transcribed_unprocessed_pseudogene
ZNF518B,protein_coding
AMER3,protein_coding
ZNF366,protein_coding
LCORL,protein_coding
PARD6G,protein_coding
ZNF454,protein_coding
SH2B1,protein_coding
ZC3H12D,protein_coding
VN1R1,protein_coding
POGLUT3,protein_coding
PLEC,protein_coding
PRSS36,protein_coding
ZNF543,protein_coding
TMEM151B,protein_coding
GALNT11,protein_coding
SLITRK1,protein_coding
WDR6,protein_coding
GEN1,protein_coding
TMPRSS9,protein_coding
AQP11,protein_coding
TMEM11,protein_coding
ZNF354B,protein_coding
KCNG2,protein_coding
SHISA3,protein_coding
ZFAND2A,protein_coding
PLEKHM3,protein_coding
ZNF223,protein_coding
FAM220A,protein_coding
DNAJC22,protein_coding
CEP295NL,protein_coding
BEND3,protein_coding
NT5DC1,protein_coding
RPS3AP5,processed_pseudogene
GLDC,protein_coding
COX14,protein_coding
H3P16,processed_pseudogene
MCMDC2,protein_coding
RPL10P16,processed_pseudogene
P4HTM,protein_coding
DTX3,protein_coding
KLHL11,protein_coding
CTXN1,protein_coding
SLC25A20,protein_coding
CA8,protein_coding
CD28,protein_coding
EPM2AIP1,protein_coding
ERBB4,protein_coding
MAF,protein_coding
CTNNBIP1,protein_coding
OTOS,protein_coding
GTPBP6,protein_coding
ERN1,protein_coding
GPR35,protein_coding
ACTG1P1,processed_pseudogene
ARMC10P1,processed_pseudogene
CSRNP3,protein_coding
ZNF713,protein_coding
PARP10,protein_coding
SUZ12,protein_coding
NSUN3,protein_coding
KCTD12,protein_coding
DHFR2,protein_coding
AL450998.1,processed_pseudogene
RPP25,protein_coding
GRINA,protein_coding
GLULP4,processed_pseudogene
THBD,protein_coding
COX5A,protein_coding
STX19,protein_coding
ERFE,protein_coding
FAM219B,protein_coding
ZHX2,protein_coding
CPNE7,protein_coding
CD300LB,protein_coding
RIIAD1,protein_coding
MPI,protein_coding
OPLAH,protein_coding
EFCAB13,protein_coding
MSC,protein_coding
APOLD1,protein_coding
RFLNA,protein_coding
EXOSC4,protein_coding
DPY19L3,protein_coding
TAF7,protein_coding
ZNF852,protein_coding
PFAS,protein_coding
CYBC1,protein_coding
ZNF552,protein_coding
SMIM10L2A,protein_coding
GAK,protein_coding
ZBTB7A,protein_coding
TUFM,protein_coding
ERICH3,protein_coding
RMI1,protein_coding
CTC1,protein_coding
FBXO34,protein_coding
LINC00324,lncRNA
SELENOW,protein_coding
EIF3K,protein_coding
MRFAP1L1,protein_coding
SNX18,protein_coding
AURKB,protein_coding
MRFAP1,protein_coding
C3orf38,protein_coding
TMEM107,protein_coding
AP001885.1,transcribed_processed_pseudogene
RRS1,protein_coding
EXOC3L1,protein_coding
RCC2,protein_coding
IGSF22,protein_coding
C9orf50,protein_coding
CCDC89,protein_coding
TAAR3P,transcribed_unprocessed_pseudogene
C9orf106,lncRNA
FAM133A,protein_coding
DPM3,protein_coding
CYC1,protein_coding
PER1,protein_coding
H3P47,processed_pseudogene
TMTC2,protein_coding
HES7,protein_coding
FARSA,protein_coding
SPTY2D1,protein_coding
AC073335.1,processed_pseudogene
SAMD4B,protein_coding
GIMAP7,protein_coding
EDC3,protein_coding
TCAIM,protein_coding
RPS2P28,processed_pseudogene
FUCA1,protein_coding
GGN,protein_coding
TMEM125,protein_coding
ZNF664,protein_coding
CALR,protein_coding
MAGED1,protein_coding
GVQW3,protein_coding
LDLRAD3,protein_coding
CDH4,protein_coding
RAD23A,protein_coding
GADD45GIP1,protein_coding
MEIS3P1,processed_pseudogene
DAND5,protein_coding
TMEM151A,protein_coding
PTPN11,protein_coding
NSUN7,protein_coding
WSCD1,protein_coding
RAB39A,protein_coding
CLK3,protein_coding
AC008267.1,processed_pseudogene
HLA-DQB1,protein_coding
GATA2,protein_coding
ARID3B,protein_coding
PACS2,protein_coding
ELMOD2,protein_coding
EGR3,protein_coding
CATSPERE,protein_coding
GPC5,protein_coding
VWA1,protein_coding
LINC00174,lncRNA
GEMIN4,protein_coding
FJX1,protein_coding
SLC24A3-AS1,lncRNA
KLHL28,protein_coding
MKRN3,protein_coding
ZBTB18,protein_coding
C14orf28,protein_coding
SLC17A8,protein_coding
EIF3J-DT,lncRNA
SHARPIN,protein_coding
LBX2,protein_coding
DNHD1,protein_coding
SLITRK4,protein_coding
HTR1D,protein_coding
GCC1,protein_coding
LSMEM2,protein_coding
CIITA,protein_coding
ZFPM1,protein_coding
ALOX15B,protein_coding
PLD6,protein_coding
GRM8,protein_coding
CDC42EP4,protein_coding
DGKZP1,processed_pseudogene
ZBTB42,protein_coding
LACC1,protein_coding
MAF1,protein_coding
FCER1A,protein_coding
RPRML,protein_coding
WDR97,protein_coding
PCED1B,protein_coding
FLJ37453,lncRNA
APOBEC3B,protein_coding
PIPOX,protein_coding
FOXS1,protein_coding
CDH5,protein_coding
LRRC3B,protein_coding
PCBP1-AS1,lncRNA
MYADM,protein_coding
MROH1,protein_coding
SERTAD2,protein_coding
AKAP5,protein_coding
NKPD1,protein_coding
GIPC3,protein_coding
RNF227,protein_coding
CITED4,protein_coding
ABCA13,protein_coding
TIGD5,protein_coding
PDXDC1,protein_coding
PHC1P1,processed_pseudogene
C1orf194,protein_coding
ZNF154,protein_coding
R3HDM2,protein_coding
NRXN1,protein_coding
SEPHS2,protein_coding
GPBAR1,protein_coding
ZNF784,protein_coding
C14orf119,protein_coding
LINC00652,lncRNA
BBS10,protein_coding
FIZ1,protein_coding
PUF60,protein_coding
SSC5D,protein_coding
DCTPP1,protein_coding
ZNF771,protein_coding
PPP1R14BP3,processed_pseudogene
NAIPP2,unprocessed_pseudogene
TSHZ1,protein_coding
PSTK,protein_coding
SOCS4,protein_coding
ZADH2,protein_coding
AC093909.1,processed_pseudogene
ZNF48,protein_coding
C3orf80,protein_coding
TMEM150B,protein_coding
TMEM86B,protein_coding
SEPTIN1,protein_coding
TRNAU1AP,protein_coding
EXOC3,protein_coding
ACTA2-AS1,lncRNA
LYNX1,protein_coding
RPS12P23,processed_pseudogene
MED14,protein_coding
FAHD1,protein_coding
HMGB1P14,processed_pseudogene
TDRP,protein_coding
RCC1,protein_coding
FO393411.1,processed_pseudogene
TPT1P10,processed_pseudogene
PRKRA,protein_coding
HERC2P3,transcribed_unprocessed_pseudogene
ZNRF2,protein_coding
ZNF816,protein_coding
FGD6,protein_coding
PLD5,protein_coding
OAZ2,protein_coding
CCDC43,protein_coding
KCTD4,protein_coding
FZD2,protein_coding
TIGD2,protein_coding
HCLS1,protein_coding
MTURN,protein_coding
ZNF609,protein_coding
PAK2,protein_coding
CCDC66,protein_coding
EMC3-AS1,transcribed_unprocessed_pseudogene
ATP5F1EP2,processed_pseudogene
MCFD2,protein_coding
HARBI1,protein_coding
C11orf71,protein_coding
SERTM1,protein_coding
GAS1,protein_coding
ARHGAP45,protein_coding
ZNF571,protein_coding
GLIPR1L2,protein_coding
MIGA1,protein_coding
PRR26,lncRNA
NRIP1,protein_coding
BHLHA15,protein_coding
RNF182,protein_coding
C9orf139,lncRNA
TSPYL5,protein_coding
EIF2S3B,protein_coding
SRP9P1,processed_pseudogene
SKIDA1,protein_coding
ZBTB12BP,processed_pseudogene
MB21D2,protein_coding
GSX2,protein_coding
SSTR2,protein_coding
ZNF594,protein_coding
PCGF5,protein_coding
SLC47A2,protein_coding
PRF1,protein_coding
MAB21L1,protein_coding
RPL21P8,processed_pseudogene
YOD1,protein_coding
TMEM64,protein_coding
CHRM4,protein_coding
SHISA2,protein_coding
S1PR5,protein_coding
SMG1P3,transcribed_unprocessed_pseudogene
GPR157,protein_coding
PIPSL,transcribed_processed_pseudogene
WDFY3-AS2,lncRNA
SLC36A4,protein_coding
ZDHHC20,protein_coding
OR51E1,protein_coding
ZFP3,protein_coding
ARSJ,protein_coding
HOXC9,protein_coding
PPA1,protein_coding
HOXC10,protein_coding
PSMG4,protein_coding
MAP6D1,protein_coding
CSNK1G2-AS1,lncRNA
ZNF443,protein_coding
PDIA3P1,transcribed_processed_pseudogene
CXCR2,protein_coding
GREM2,protein_coding
C11orf42,protein_coding
SSR4,protein_coding
CAPS2,protein_coding
ZNF792,protein_coding
CUEDC1,protein_coding
SCRIB,protein_coding
KCTD2,protein_coding
D2HGDH,protein_coding
OXTR,protein_coding
CMTR2,protein_coding
FAM83H,protein_coding
GPR62,protein_coding
ZNF572,protein_coding
ST20,protein_coding
PITPNB,protein_coding
TCEAL8,protein_coding
LRRC57,protein_coding
MRPL14,protein_coding
GPR137C,protein_coding
BBS12,protein_coding
ZFP82,protein_coding
NQO1,protein_coding
AEN,protein_coding
FKRP,protein_coding
TRAPPC5,protein_coding
RPH3AL,protein_coding
SLC25A42,protein_coding
METTL23,protein_coding
SLC26A11,protein_coding
HIGD1A,protein_coding
MAPK15,protein_coding
EHMT1,protein_coding
LINC02878,lncRNA
F2R,protein_coding
ZNF707,protein_coding
NPM1,protein_coding
PJA1,protein_coding
DHTKD1,protein_coding
PENK,protein_coding
H2BU2P,unitary_pseudogene
H2AW,protein_coding
ZNF746,protein_coding
POLR2A,protein_coding
DLSTP1,processed_pseudogene
TMEM132C,protein_coding
SLC25A41,protein_coding
TLCD5,protein_coding
FRAT2,protein_coding
TMEM102,protein_coding
TMEM132E,protein_coding
ZNF322,protein_coding
NME9,protein_coding
LRRC75A,protein_coding
HSP90AA6P,transcribed_processed_pseudogene
DDX60L,protein_coding
SYNE4,protein_coding
OGFOD3,protein_coding
WASHC1,protein_coding
AATK,protein_coding
DDN,protein_coding
ZNF467,protein_coding
SOX2,protein_coding
ZNF678,protein_coding
TMEM45A,protein_coding
RAP2B,protein_coding
ZBTB2,protein_coding
RNF135,protein_coding
ACBD4,protein_coding
SGSH,protein_coding
RPL24P4,processed_pseudogene
FANCB,protein_coding
SETD2,protein_coding
TMIE,protein_coding
MEX3D,protein_coding
MRPS23,protein_coding
GPR135,protein_coding
